Time	Pitot	Thrust	AX	AY	AZ
651360	12.00	11.00	-1.02	-0.38	10.26
651400	14.00	13.00	-1.01	-0.38	10.25
651460	7.00	6.00	-1.04	-0.36	10.33
651499	10.00	9.00	-1.07	-0.35	10.31
651540	15.00	14.00	-1.01	-0.30	10.34
651590	11.00	10.00	-1.02	-0.35	10.24
651629	14.00	13.00	-1.04	-0.36	10.26
651661	22.00	19.00	-1.04	-0.34	10.30
651701	21.00	20.00	-1.06	-0.42	10.26
651740	22.00	21.00	-1.02	-0.34	10.26
651790	16.00	15.00	-1.08	-0.38	10.28
651840	12.00	11.00	-0.99	-0.33	10.29
651879	14.00	13.00	-1.11	-0.43	10.31
651929	11.00	10.00	-1.06	-0.38	10.20
651961	19.00	16.00	-1.02	-0.35	10.25
652000	19.00	18.00	-1.01	-0.35	10.27
652040	20.00	19.00	-1.00	-0.36	10.29
652081	23.00	22.00	-1.05	-0.37	10.30
652120	23.00	22.00	-1.09	-0.34	10.30
652180	12.00	11.00	-1.09	-0.36	10.24
652229	9.00	8.00	-1.08	-0.33	10.29
652269	12.00	11.00	-1.02	-0.35	10.41
652301	21.00	18.00	-1.02	-0.30	10.26
652340	20.00	19.00	-1.01	-0.36	10.30
652380	21.00	20.00	-1.05	-0.37	10.25
652440	10.00	9.00	-1.01	-0.34	10.30
652479	13.00	12.00	-1.03	-0.40	10.22
652519	15.00	14.00	-1.03	-0.36	10.30
652551	23.00	20.00	-0.99	-0.41	10.36
652590	22.00	21.00	-1.05	-0.34	10.32
652630	23.00	22.00	-1.00	-0.39	10.32
652670	25.00	24.00	-1.05	-0.33	10.31
652709	25.00	24.00	-1.08	-0.36	10.26
652749	24.00	23.00	-1.06	-0.41	10.29
652820	7.00	6.00	-1.01	-0.38	10.39
652869	7.00	7.00	-1.07	-0.32	10.30
652901	17.00	14.00	-1.04	-0.42	10.35
652941	17.00	16.00	-1.06	-0.42	10.31
652980	18.00	17.00	-1.06	-0.34	10.35
653030	14.00	13.00	-1.05	-0.34	10.26
653080	12.00	11.00	-1.00	-0.32	10.27
653119	15.00	14.00	-1.02	-0.38	10.20
653159	18.00	17.00	-1.08	-0.35	10.23
653191	27.00	24.00	-1.05	-0.36	10.33
653230	23.00	22.00	-0.96	-0.35	10.30
653271	24.00	23.00	-1.02	-0.34	10.30
653310	24.00	23.00	-1.06	-0.32	10.34
653349	22.00	21.00	-1.00	-0.33	10.38
653400	12.00	11.00	-1.03	-0.30	10.26
653460	11.00	10.00	-0.97	-0.38	10.29
653509	6.00	6.00	-1.03	-0.33	10.28
653549	10.00	9.00	-1.10	-0.33	10.33
653581	19.00	16.00	-1.09	-0.32	10.24
653620	20.00	19.00	-0.99	-0.38	10.22
653670	19.00	18.00	-1.10	-0.32	10.30
653720	14.00	14.00	-1.04	-0.35	10.28
653759	15.00	14.00	-0.97	-0.42	10.35
653799	14.00	13.00	-1.04	-0.35	10.31
653850	11.00	10.00	-1.04	-0.39	10.19
653889	13.00	12.00	-1.03	-0.35	10.38
653921	20.00	17.00	-1.03	-0.35	10.24
654011	37.00	34.00	-1.01	-0.36	10.30
654050	36.00	35.00	-1.03	-0.34	10.33
654090	35.00	34.00	-1.00	-0.39	10.21
654150	18.00	17.00	-1.07	-0.34	10.26
654190	18.00	17.00	-1.05	-0.32	10.33
654229	19.00	18.00	-1.03	-0.38	10.25
654261	27.00	24.00	-1.01	-0.35	10.23
654300	25.00	24.00	-1.04	-0.39	10.26
654340	26.00	25.00	-1.01	-0.35	10.32
654400	14.00	13.00	-1.02	-0.31	10.32
654439	16.00	15.00	-1.04	-0.32	10.21
654480	18.00	17.00	-1.00	-0.38	10.29
654530	13.00	12.00	-1.02	-0.34	10.26
654569	15.00	14.00	-1.02	-0.33	10.31
654609	16.00	16.00	-1.02	-0.36	10.35
654641	25.00	22.00	-1.03	-0.32	10.20
654680	23.00	22.00	-1.00	-0.36	10.28
654720	24.00	23.00	-1.03	-0.34	10.31
654790	8.00	7.00	-1.07	-0.35	10.26
654829	12.00	11.00	-1.01	-0.38	10.28
654861	20.00	17.00	-1.04	-0.33	10.20
654901	20.00	19.00	-1.04	-0.36	10.22
654940	20.00	19.00	-1.00	-0.38	10.22
654990	15.00	14.00	-1.08	-0.33	10.24
655031	19.00	18.00	-1.08	-0.30	10.25
655070	20.00	19.00	-1.00	-0.36	10.24
655169	0.00	0.00	-1.10	-0.34	10.33
655201	11.00	8.00	-1.03	-0.36	10.28
655240	13.00	12.00	-1.10	-0.38	10.27
655290	10.00	9.00	-1.04	-0.36	10.41
655339	8.00	7.00	-1.05	-0.29	10.28
655379	12.00	11.00	-1.06	-0.35	10.32
655411	20.00	17.00	-1.07	-0.34	10.35
655450	20.00	19.00	-1.10	-0.34	10.31
655549	0.00	0.00	-1.03	-0.38	10.27
655581	11.00	8.00	-0.98	-0.38	10.23
655620	13.00	12.00	-1.01	-0.34	10.35
655670	10.00	9.00	-1.03	-0.35	10.31
655710	15.00	14.00	-1.04	-0.43	10.25
655750	16.00	16.00	-1.03	-0.34	10.23
655810	8.00	7.00	-1.04	-0.31	10.23
655849	12.00	11.00	-1.05	-0.36	10.28
655889	14.00	13.00	-1.06	-0.33	10.22
655921	22.00	19.00	-1.09	-0.36	10.27
655960	21.00	20.00	-1.12	-0.36	10.30
656010	15.00	15.00	-1.10	-0.36	10.30
656070	7.00	7.00	-1.08	-0.34	10.24
656109	11.00	10.00	-1.01	-0.34	10.21
656141	19.00	17.00	-1.04	-0.39	10.26
656181	19.00	18.00	-1.07	-0.38	10.34
656220	20.00	19.00	-1.07	-0.35	10.29
656261	23.00	22.00	-1.06	-0.40	10.32
656300	23.00	22.00	-1.05	-0.38	10.27
656339	23.00	22.00	-1.06	-0.35	10.28
656449	0.00	0.00	-0.99	-0.37	10.30
656481	11.00	8.00	-1.06	-0.32	10.33
656520	13.00	12.00	-1.04	-0.37	10.32
656570	10.00	9.00	-1.09	-0.36	10.28
656619	8.00	7.00	-1.01	-0.33	10.32
656659	12.00	11.00	-1.04	-0.35	10.30
656691	20.00	17.00	-1.03	-0.34	10.25
656730	19.00	18.00	-1.01	-0.37	10.24
656770	20.00	19.00	-1.03	-0.32	10.30
656830	10.00	9.00	-1.05	-0.39	10.29
656879	8.00	7.00	-1.05	-0.34	10.31
656920	13.00	12.00	-1.03	-0.34	10.22
656959	15.00	14.00	-1.10	-0.38	10.34
656999	17.00	16.00	-1.04	-0.35	10.33
657031	25.00	22.00	-1.05	-0.36	10.18
657070	24.00	23.00	-1.03	-0.40	10.24
657110	24.00	23.00	-1.10	-0.32	10.22
657170	12.00	11.00	-1.05	-0.28	10.30
657219	9.00	8.00	-0.98	-0.36	10.27
657251	18.00	15.00	-1.04	-0.39	10.38
657290	18.00	17.00	-1.07	-0.36	10.33
657330	19.00	18.00	-1.03	-0.30	10.27
657390	9.00	8.00	-1.06	-0.42	10.34
657429	12.00	11.00	-1.04	-0.34	10.28
657461	20.00	18.00	-1.00	-0.31	10.24
657520	12.00	11.00	-1.07	-0.33	10.32
657559	14.00	13.00	-1.03	-0.34	10.25
657591	22.00	20.00	-1.03	-0.38	10.32
657630	21.00	20.00	-1.02	-0.34	10.25
657670	22.00	21.00	-1.08	-0.32	10.31
657730	11.00	10.00	-1.08	-0.38	10.31
657770	14.00	13.00	-1.03	-0.40	10.26
657809	16.00	15.00	-1.03	-0.38	10.31
657841	24.00	21.00	-1.03	-0.38	10.30
657880	22.00	21.00	-1.07	-0.32	10.35
657920	23.00	22.00	-1.04	-0.33	10.32
658029	0.00	0.00	-1.04	-0.32	10.33
658061	11.00	8.00	-1.04	-0.34	10.34
658109	10.00	9.00	-1.06	-0.36	10.32
658141	19.00	16.00	-1.04	-0.35	10.26
658180	19.00	18.00	-1.00	-0.34	10.30
658220	20.00	19.00	-1.04	-0.40	10.29
658280	10.00	9.00	-1.04	-0.35	10.27
658329	8.00	7.00	-1.10	-0.37	10.26
658361	17.00	14.00	-1.03	-0.35	10.28
658400	17.00	16.00	-1.00	-0.36	10.43
658440	18.00	17.00	-1.04	-0.39	10.37
658539	0.00	0.00	-1.00	-0.33	10.21
658571	11.00	8.00	-1.05	-0.39	10.35
658610	13.00	12.00	-1.07	-0.37	10.26
658709	0.00	0.00	-1.00	-0.39	10.34
658741	11.00	8.00	-1.04	-0.38	10.29
658799	6.00	5.00	-1.06	-0.35	10.34
658831	15.00	12.00	-1.00	-0.35	10.32
658870	16.00	15.00	-1.04	-0.37	10.26
658910	17.00	16.00	-1.06	-0.34	10.24
658970	8.00	7.00	-1.05	-0.35	10.22
659009	12.00	11.00	-1.07	-0.33	10.26
659041	20.00	17.00	-1.07	-0.33	10.34
659080	20.00	19.00	-1.02	-0.30	10.33
659120	20.00	19.00	-1.09	-0.30	10.27
659180	10.00	9.00	-1.05	-0.28	10.37
659219	13.00	12.00	-1.06	-0.35	10.30
659310	9.00	8.00	-1.03	-0.34	10.31
659349	12.00	11.00	-1.05	-0.32	10.35
659381	20.00	17.00	-1.07	-0.36	10.25
659440	11.00	10.00	-1.09	-0.35	10.27
659479	14.00	13.00	-1.06	-0.36	10.35
659511	22.00	19.00	-1.09	-0.37	10.31
659550	21.00	20.00	-1.01	-0.38	10.32
659590	22.00	21.00	-1.04	-0.33	10.29
659689	0.00	0.00	-1.02	-0.38	10.35
659721	11.00	8.00	-1.06	-0.29	10.26
659760	13.00	12.00	-1.06	-0.33	10.32
659859	0.00	0.00	-1.05	-0.34	10.23
659891	11.00	8.00	-1.08	-0.35	10.31
659930	13.00	12.00	-1.03	-0.33	10.30
660029	0.00	0.00	-1.03	-0.30	10.34
660061	11.00	8.00	-1.04	-0.35	10.29
660119	6.00	5.00	-1.02	-0.35	10.28
660151	15.00	12.00	-1.04	-0.40	10.34
660190	16.00	15.00	-1.07	-0.38	10.28
660230	17.00	16.00	-1.06	-0.40	10.27
660290	8.00	7.00	-1.11	-0.37	10.21
660329	12.00	11.00	-1.06	-0.37	10.35
660361	20.00	17.00	-1.06	-0.34	10.23
660400	20.00	19.00	-1.06	-0.33	10.29
660440	20.00	19.00	-1.05	-0.36	10.38
660549	0.00	0.00	-0.99	-0.37	10.31
660581	11.00	8.00	-1.01	-0.36	10.29
660620	13.00	12.00	-1.06	-0.38	10.24
660719	0.00	0.00	-1.03	-0.35	10.30
660751	11.00	8.00	-1.08	-0.35	10.25
660799	10.00	9.00	-1.00	-0.36	10.30
660831	18.00	16.00	-1.07	-0.34	10.32
660870	19.00	18.00	-1.07	-0.37	10.25
660910	20.00	19.00	-1.03	-0.42	10.25
661009	0.00	0.00	-1.00	-0.33	10.30
661041	11.00	8.00	-1.05	-0.32	10.31
661080	13.00	12.00	-1.06	-0.35	10.29
661189	0.00	0.00	-1.04	-0.34	10.28
661221	11.00	8.00	-1.05	-0.34	10.32
661260	12.00	12.00	-1.02	-0.35	10.29
661310	10.00	9.00	-1.07	-0.35	10.30
661359	8.00	7.00	-1.05	-0.34	10.30
661391	17.00	14.00	-1.03	-0.39	10.38
661431	17.00	16.00	-1.08	-0.30	10.30
661479	15.00	14.00	-1.04	-0.40	10.30
661511	23.00	20.00	-1.05	-0.32	10.33
661550	22.00	21.00	-1.02	-0.32	10.32
661590	23.00	22.00	-1.03	-0.37	10.24
661650	11.00	10.00	-1.06	-0.34	10.32
661699	9.00	8.00	-1.08	-0.34	10.32
661731	18.00	15.00	-1.00	-0.34	10.25
661771	18.00	17.00	-1.03	-0.33	10.29
661810	19.00	18.00	-1.04	-0.31	10.34
661860	14.00	13.00	-1.01	-0.35	10.30
661910	11.00	10.00	-1.02	-0.32	10.31
661949	14.00	13.00	-1.09	-0.34	10.22
661999	11.00	10.00	-1.04	-0.33	10.29
662040	15.00	14.00	-0.99	-0.36	10.32
662079	17.00	16.00	-1.06	-0.40	10.23
662111	25.00	22.00	-1.00	-0.37	10.32
662151	23.00	22.00	-1.09	-0.33	10.25
662190	24.00	23.00	-1.08	-0.35	10.35
662289	1.00	0.00	-1.03	-0.34	10.29
662321	11.00	9.00	-1.08	-0.40	10.28
662360	13.00	12.00	-1.01	-0.34	10.28
662410	10.00	9.00	-1.03	-0.38	10.28
662470	5.00	4.00	-1.02	-0.32	10.33
662509	9.00	8.00	-1.02	-0.38	10.25
662541	18.00	15.00	-1.06	-0.34	10.27
662580	18.00	17.00	-1.01	-0.38	10.20
662630	13.00	12.00	-1.03	-0.34	10.32
662671	17.00	16.00	-1.08	-0.37	10.33
662710	18.00	17.00	-1.05	-0.36	10.29
662809	0.00	0.00	-1.08	-0.35	10.33
662841	11.00	8.00	-1.03	-0.37	10.35
662880	13.00	12.00	-1.08	-0.30	10.26
662920	15.00	14.00	-1.08	-0.31	10.26
662980	6.00	6.00	-1.06	-0.39	10.30
663019	10.00	9.00	-1.07	-0.33	10.31
663051	19.00	16.00	-1.04	-0.36	10.25
663090	18.00	17.00	-1.04	-0.36	10.23
663150	9.00	8.00	-1.07	-0.35	10.31
663189	12.00	11.00	-1.00	-0.34	10.34
663221	20.00	17.00	-1.02	-0.38	10.27
663261	20.00	19.00	-1.07	-0.36	10.27
663319	12.00	11.00	-1.06	-0.37	10.31
663351	20.00	17.00	-1.06	-0.37	10.35
663390	20.00	19.00	-1.03	-0.38	10.30
663430	21.00	20.00	-1.06	-0.32	10.34
663490	10.00	9.00	-1.02	-0.37	10.30
663529	13.00	12.00	-1.04	-0.32	10.36
663569	15.00	14.00	-1.04	-0.34	10.22
663601	23.00	20.00	-1.00	-0.38	10.32
663640	22.00	21.00	-1.02	-0.37	10.31
663680	22.00	21.00	-1.03	-0.36	10.26
663750	7.00	6.00	-1.03	-0.36	10.25
663789	10.00	10.00	-1.00	-0.33	10.30
663821	19.00	16.00	-1.01	-0.37	10.28
663870	16.00	15.00	-0.98	-0.34	10.31
663919	12.00	11.00	-1.01	-0.35	10.34
663951	20.00	17.00	-1.07	-0.33	10.36
663991	20.00	19.00	-1.04	-0.34	10.29
664030	21.00	20.00	-1.04	-0.29	10.38
664129	0.00	0.00	-1.01	-0.36	10.30
664161	11.00	8.00	-1.05	-0.32	10.29
664200	13.00	12.00	-1.08	-0.33	10.24
664299	0.00	0.00	-1.12	-0.39	10.37
664331	11.00	8.00	-1.03	-0.36	10.28
664370	13.00	12.00	-1.03	-0.36	10.26
664469	0.00	0.00	-1.06	-0.35	10.36
664501	11.00	8.00	-1.01	-0.38	10.22
664540	13.00	12.00	-1.08	-0.35	10.24
664581	17.00	16.00	-1.04	-0.42	10.24
664620	18.00	17.00	-1.06	-0.30	10.30
664659	19.00	18.00	-1.05	-0.36	10.28
664769	0.00	0.00	-1.04	-0.35	10.25
664801	11.00	8.00	-1.06	-0.36	10.24
664840	13.00	12.00	-1.06	-0.37	10.28
664890	10.00	9.00	-1.06	-0.38	10.33
664939	8.00	7.00	-1.00	-0.37	10.34
664979	11.00	10.00	-1.04	-0.33	10.34
665011	20.00	17.00	-1.05	-0.35	10.34
665050	19.00	18.00	-0.99	-0.34	10.30
665200	8.00	7.00	-1.04	-0.35	10.26
665239	12.00	11.00	-1.07	-0.33	10.30
665271	20.00	17.00	-1.11	-0.34	10.27
665319	17.00	16.00	-1.03	-0.36	10.26
665369	13.00	12.00	-1.06	-0.32	10.30
665401	21.00	18.00	-1.03	-0.40	10.32
665440	20.00	19.00	-1.00	-0.41	10.21
665480	21.00	20.00	-1.05	-0.31	10.35
665540	10.00	10.00	-1.02	-0.34	10.27
665580	13.00	12.00	-1.05	-0.34	10.34
665619	15.00	14.00	-1.06	-0.34	10.29
665651	23.00	20.00	-1.04	-0.35	10.31
665690	22.00	21.00	-1.04	-0.36	10.33
665730	22.00	21.00	-1.00	-0.35	10.32
665790	11.00	10.00	-0.99	-0.34	10.31
665839	9.00	8.00	-1.03	-0.34	10.34
665880	14.00	13.00	-0.98	-0.34	10.32
665919	16.00	15.00	-1.06	-0.36	10.28
665959	17.00	16.00	-1.05	-0.36	10.23
665991	25.00	22.00	-1.06	-0.37	10.26
666030	24.00	23.00	-1.02	-0.32	10.26
666080	17.00	16.00	-1.03	-0.37	10.31
666130	13.00	12.00	-1.05	-0.30	10.31
666179	10.00	9.00	-1.02	-0.31	10.27
666211	18.00	16.00	-1.06	-0.37	10.28
666250	19.00	18.00	-1.02	-0.34	10.21
666290	19.00	18.00	-1.07	-0.36	10.30
666350	9.00	8.00	-1.02	-0.35	10.26
666389	12.00	11.00	-1.05	-0.34	10.27
666421	20.00	17.00	-1.04	-0.35	10.33
666479	11.00	10.00	-1.08	-0.33	10.29
666511	19.00	17.00	-1.03	-0.34	10.19
666550	19.00	18.00	-1.01	-0.32	10.31
666600	14.00	13.00	-1.07	-0.33	10.27
666649	11.00	10.00	-1.01	-0.27	10.37
666689	14.00	13.00	-1.10	-0.38	10.27
666721	22.00	19.00	-1.05	-0.34	10.31
666760	21.00	20.00	-1.10	-0.38	10.32
666820	10.00	9.00	-0.96	-0.38	10.37
666859	13.00	12.00	-1.05	-0.33	10.23
666891	21.00	18.00	-1.03	-0.39	10.32
666930	21.00	20.00	-1.05	-0.42	10.35
666970	21.00	20.00	-1.05	-0.37	10.23
667029	13.00	12.00	-1.02	-0.36	10.25
667069	15.00	14.00	-1.02	-0.37	10.32
667120	12.00	11.00	-1.06	-0.37	10.30
667199	1.00	0.00	-1.05	-0.37	10.31
667239	7.00	6.00	-1.03	-0.34	10.28
667289	6.00	6.00	-1.07	-0.33	10.30
667329	10.00	9.00	-1.07	-0.30	10.29
667370	13.00	12.00	-1.06	-0.37	10.28
667410	15.00	14.00	-1.06	-0.37	10.24
667450	17.00	16.00	-1.01	-0.34	10.24
667490	18.00	17.00	-1.04	-0.34	10.26
667530	19.00	18.00	-1.03	-0.33	10.28
667571	20.00	19.00	-1.06	-0.32	10.34
667611	21.00	20.00	-1.00	-0.34	10.33
667650	25.00	24.00	-0.98	-0.37	10.38
667710	13.00	12.00	-1.04	-0.36	10.28
667759	10.00	9.00	-1.05	-0.36	10.30
667799	13.00	12.00	-1.05	-0.34	10.30
667831	21.00	18.00	-1.08	-0.39	10.26
667870	20.00	19.00	-1.00	-0.34	10.30
667920	15.00	14.00	-1.04	-0.33	10.24
667970	11.00	10.00	-1.08	-0.33	10.21
668009	14.00	13.00	-1.04	-0.38	10.22
668041	22.00	19.00	-0.99	-0.36	10.32
668081	21.00	20.00	-1.02	-0.38	10.29
668120	22.00	21.00	-1.02	-0.37	10.23
668180	11.00	10.00	-1.03	-0.34	10.29
668270	0.00	0.00	-1.04	-0.34	10.28
668309	6.00	5.00	-1.03	-0.32	10.22
668341	15.00	13.00	-1.03	-0.32	10.26
668380	16.00	15.00	-1.03	-0.32	10.23
668479	0.00	0.00	-1.03	-0.34	10.30
668510	11.00	8.00	-1.06	-0.35	10.25
668550	13.00	12.00	-1.03	-0.36	10.34
668610	6.00	5.00	-1.07	-0.38	10.36
668649	10.00	9.00	-1.04	-0.41	10.34
668681	18.00	16.00	-0.99	-0.37	10.26
668720	18.00	17.00	-1.03	-0.38	10.30
668760	19.00	18.00	-1.05	-0.34	10.35
668820	9.00	8.00	-1.02	-0.36	10.30
668869	7.00	7.00	-1.08	-0.34	10.35
668910	13.00	12.00	-1.07	-0.34	10.28
668949	15.00	14.00	-1.02	-0.37	10.30
668989	16.00	16.00	-1.00	-0.33	10.22
669021	24.00	22.00	-0.99	-0.33	10.33
669060	23.00	22.00	-0.98	-0.36	10.30
669100	23.00	22.00	-0.99	-0.33	10.32
669160	12.00	11.00	-1.10	-0.34	10.30
669209	9.00	8.00	-1.06	-0.37	10.26
669241	18.00	15.00	-1.08	-0.32	10.32
669280	18.00	17.00	-1.05	-0.42	10.23
669320	19.00	18.00	-1.04	-0.36	10.22
669380	9.00	8.00	-1.06	-0.31	10.24
669419	12.00	11.00	-1.10	-0.34	10.29
669451	20.00	17.00	-1.01	-0.37	10.33
669510	11.00	11.00	-1.09	-0.33	10.27
669549	14.00	13.00	-1.06	-0.36	10.26
669581	22.00	19.00	-1.05	-0.35	10.27
669620	21.00	20.00	-1.03	-0.34	10.30
669660	22.00	21.00	-1.10	-0.35	10.32
669720	11.00	10.00	-1.07	-0.30	10.28
669759	14.00	13.00	-1.04	-0.32	10.24
669799	16.00	15.00	-1.05	-0.34	10.31
669831	24.00	21.00	-1.01	-0.37	10.32
669870	23.00	22.00	-1.04	-0.38	10.29
669910	23.00	22.00	-1.03	-0.34	10.28
669970	12.00	11.00	-1.01	-0.31	10.34
670019	9.00	8.00	-1.02	-0.35	10.23
670060	14.00	13.00	-1.09	-0.31	10.31
670099	16.00	15.00	-1.07	-0.39	10.33
670149	12.00	11.00	-1.07	-0.33	10.37
670181	20.00	17.00	-1.05	-0.34	10.33
670249	30.00	29.00	-1.02	-0.36	10.31
670310	16.00	15.00	-1.06	-0.33	10.27
670360	12.00	11.00	-1.01	-0.35	10.30
670399	15.00	14.00	-1.00	-0.37	10.28
670431	23.00	20.00	-1.08	-0.35	10.23
670471	22.00	21.00	-1.06	-0.31	10.24
670510	22.00	21.00	-1.03	-0.27	10.31
670609	0.00	0.00	-1.05	-0.36	10.28
670641	11.00	8.00	-1.01	-0.30	10.23
670680	13.00	12.00	-0.96	-0.34	10.37
670721	17.00	16.00	-1.05	-0.39	10.29
670759	18.00	17.00	-1.06	-0.36	10.34
670799	19.00	18.00	-1.00	-0.40	10.26
670870	5.00	4.00	-1.05	-0.40	10.34
670909	9.00	8.00	-1.05	-0.38	10.31
670941	18.00	15.00	-1.05	-0.34	10.31
670980	18.00	17.00	-1.04	-0.36	10.34
671020	19.00	18.00	-1.02	-0.36	10.24
671080	9.00	8.00	-1.05	-0.36	10.22
671129	7.00	7.00	-1.03	-0.32	10.35
671161	16.00	14.00	-1.06	-0.31	10.31
671200	17.00	16.00	-1.05	-0.31	10.27
671240	18.00	17.00	-1.04	-0.36	10.38
671300	9.00	8.00	-0.98	-0.31	10.24
671379	1.00	0.00	-1.09	-0.43	10.34
671411	11.00	9.00	-1.03	-0.34	10.31
671450	13.00	12.00	-1.03	-0.38	10.30
671490	15.00	14.00	-1.03	-0.41	10.31
671550	7.00	7.00	-1.04	-0.38	10.22
671599	7.00	6.00	-1.04	-0.32	10.32
671631	16.00	13.00	-1.02	-0.40	10.25
671670	16.00	16.00	-1.10	-0.43	10.22
671710	18.00	17.00	-1.00	-0.33	10.37
671770	8.00	7.00	-1.05	-0.33	10.24
671809	12.00	11.00	-1.05	-0.38	10.26
671841	20.00	17.00	-1.03	-0.30	10.21
671880	20.00	19.00	-1.06	-0.32	10.28
671921	22.00	21.00	-1.05	-0.37	10.29
671960	22.00	21.00	-1.07	-0.34	10.28
672010	16.00	15.00	-1.05	-0.34	10.27
672070	7.00	7.00	-1.03	-0.34	10.30
672109	11.00	10.00	-1.06	-0.32	10.29
672141	19.00	16.00	-1.05	-0.33	10.31
672180	19.00	18.00	-1.06	-0.36	10.35
672220	20.00	19.00	-1.05	-0.36	10.25
672280	10.00	9.00	-1.01	-0.37	10.29
672319	13.00	12.00	-1.00	-0.32	10.33
672359	15.00	14.00	-0.98	-0.29	10.31
672391	23.00	20.00	-1.02	-0.39	10.32
672430	22.00	21.00	-1.04	-0.39	10.24
672529	1.00	0.00	-1.06	-0.37	10.29
672580	4.00	4.00	-1.00	-0.37	10.21
672619	9.00	8.00	-1.08	-0.37	10.38
672651	18.00	15.00	-0.98	-0.35	10.32
672690	17.00	16.00	-1.07	-0.29	10.23
672740	13.00	12.00	-1.07	-0.35	10.27
672790	10.00	9.00	-1.02	-0.39	10.27
672829	13.00	12.00	-1.01	-0.27	10.30
672861	21.00	18.00	-1.08	-0.30	10.25
672900	20.00	19.00	-1.11	-0.34	10.30
672940	21.00	20.00	-1.10	-0.37	10.27
673000	10.00	9.00	-0.98	-0.32	10.22
673049	8.00	7.00	-1.00	-0.38	10.28
673081	17.00	14.00	-1.03	-0.38	10.32
673120	17.00	16.00	-1.01	-0.36	10.32
673169	15.00	15.00	-1.06	-0.32	10.27
673201	24.00	21.00	-1.08	-0.40	10.35
673240	22.00	21.00	-1.03	-0.34	10.26
673290	16.00	15.00	-1.14	-0.36	10.28
673350	7.00	7.00	-1.04	-0.33	10.31
673389	11.00	10.00	-1.08	-0.32	10.24
673421	19.00	16.00	-1.01	-0.37	10.31
673460	19.00	18.00	-1.06	-0.34	10.31
673500	20.00	19.00	-1.00	-0.33	10.29
673560	10.00	9.00	-1.05	-0.33	10.24
673599	13.00	12.00	-1.02	-0.33	10.24
673639	15.00	14.00	-1.00	-0.40	10.34
673671	23.00	20.00	-1.03	-0.34	10.30
673729	13.00	12.00	-1.06	-0.34	10.32
673761	21.00	18.00	-1.06	-0.36	10.28
673800	21.00	20.00	-0.98	-0.36	10.24
673899	0.00	0.00	-1.02	-0.34	10.29
673931	11.00	8.00	-1.02	-0.39	10.28
673970	13.00	12.00	-1.07	-0.35	10.30
674069	0.00	0.00	-1.02	-0.31	10.29
674101	11.00	8.00	-1.09	-0.34	10.35
674140	13.00	12.00	-1.05	-0.39	10.28
674239	0.00	0.00	-1.05	-0.30	10.23
674270	11.00	8.00	-1.05	-0.35	10.32
674310	13.00	12.00	-1.00	-0.37	10.27
674409	0.00	0.00	-1.07	-0.36	10.30
674440	11.00	8.00	-1.05	-0.36	10.25
674499	6.00	5.00	-1.04	-0.30	10.31
674531	15.00	12.00	-1.04	-0.35	10.29
674570	16.00	15.00	-1.07	-0.31	10.34
674669	0.00	0.00	-1.03	-0.41	10.22
674700	11.00	8.00	-1.01	-0.38	10.30
674740	13.00	12.00	-1.03	-0.31	10.32
674800	6.00	5.00	-1.04	-0.34	10.24
674839	10.00	9.00	-1.08	-0.38	10.37
674871	19.00	16.00	-1.01	-0.39	10.25
674910	18.00	17.00	-1.06	-0.36	10.29
674950	20.00	19.00	-1.03	-0.32	10.25
675010	10.00	9.00	-1.09	-0.33	10.31
675049	13.00	12.00	-1.08	-0.34	10.29
675081	21.00	18.00	-1.04	-0.32	10.28
675140	12.00	11.00	-1.04	-0.36	10.23
675179	14.00	13.00	-1.05	-0.38	10.26
675211	22.00	19.00	-1.07	-0.31	10.24
675250	21.00	20.00	-1.03	-0.34	10.26
675290	22.00	21.00	-0.99	-0.36	10.26
675350	11.00	10.00	-1.05	-0.34	10.33
675389	14.00	13.00	-1.02	-0.32	10.34
675439	11.00	10.00	-1.04	-0.34	10.26
675471	19.00	17.00	-1.04	-0.31	10.25
675510	19.00	18.00	-0.98	-0.32	10.28
675550	20.00	19.00	-1.08	-0.36	10.25
675610	10.00	9.00	-1.02	-0.36	10.25
675649	13.00	12.00	-1.09	-0.34	10.26
675690	17.00	16.00	-1.03	-0.36	10.22
675729	18.00	17.00	-1.03	-0.33	10.36
675989	23.00	22.00	-1.04	-0.39	10.26
676029	23.00	22.00	-1.03	-0.30	10.25
676061	30.00	28.00	-1.04	-0.34	10.30
676100	29.00	28.00	-1.04	-0.38	10.34
676140	28.00	27.00	-1.04	-0.33	10.35
676200	15.00	14.00	-0.99	-0.38	10.30
676249	11.00	10.00	-1.00	-0.39	10.25
676289	14.00	13.00	-1.07	-0.38	10.30
676321	22.00	19.00	-1.01	-0.33	10.26
676360	21.00	20.00	-1.09	-0.33	10.34
676410	15.00	15.00	-1.04	-0.37	10.35
676460	12.00	11.00	-1.01	-0.32	10.33
676549	1.00	0.00	-1.00	-0.32	10.29
676589	6.00	6.00	-1.00	-0.33	10.37
676620	16.00	13.00	-1.04	-0.35	10.21
676660	16.00	15.00	-1.05	-0.35	10.26
676720	7.00	7.00	-0.99	-0.32	10.29
676759	11.00	10.00	-1.03	-0.35	10.32
676791	19.00	16.00	-1.03	-0.39	10.34
676830	19.00	18.00	-1.01	-0.36	10.21
676870	20.00	19.00	-1.05	-0.36	10.37
676930	10.00	9.00	-1.02	-0.33	10.34
